lead_id,mql_source,bombora_surge_topic,lead_score,campaign_name,lead_status
LEAD-3272,Organic Search,DevOps Tools,45,Q4 Growth,Qualified
LEAD-3273,Paid Social,Cybersecurity,71,Q2 Transformation,Qualified
LEAD-3274,Trade Show,Cloud Migration,40,FY Growth,Qualified
LEAD-3275,Referral,Unified Communications,80,Q4 Security,Working
LEAD-3276,Whitepaper,Data Privacy,57,Q4 Security,Nurturing
LEAD-3277,Whitepaper,Data Privacy,94,Q4 Security,Nurturing
LEAD-3278,Referral,Cloud Migration,18,Q4 Innovation,New
LEAD-3279,Organic Search,Supply Chain Management,46,Q2 Innovation,Working
LEAD-3280,Trade Show,Customer Experience,73,Q4 Security,New
LEAD-3281,Trade Show,Cloud Migration,51,FY Efficiency,Qualified
LEAD-3282,Email Campaign,Cloud Migration,71,Q2 Security,Working
LEAD-3283,Whitepaper,DevOps Tools,49,FY Innovation,Qualified
LEAD-3284,Paid Social,DevOps Tools,44,Q4 Innovation,Working
LEAD-3285,Referral,Customer Experience,87,Q4 Innovation,Nurturing
LEAD-3286,Whitepaper,CRM Software,70,Q4 Efficiency,Working
LEAD-3287,Organic Search,ERP Integration,15,Q3 Growth,Nurturing
LEAD-3288,Direct Mail,Big Data Analytics,40,Q4 Transformation,Nurturing
LEAD-3289,Direct Mail,Unified Communications,65,Q4 Transformation,New
LEAD-3290,Whitepaper,Payment Processing,82,Q1 Efficiency,Working
LEAD-3291,Referral,IoT Platforms,15,Q2 Security,Qualified
LEAD-3292,Referral,Network Security,19,Q1 Innovation,Qualified
LEAD-3293,Trade Show,Unified Communications,37,Q2 Security,Nurturing
LEAD-3294,Whitepaper,Cloud Migration,42,Q1 Growth,Qualified
LEAD-3295,Whitepaper,Data Privacy,92,Q4 Innovation,Qualified
LEAD-3296,Organic Search,Payment Processing,53,Q2 Transformation,New
LEAD-3297,Whitepaper,Big Data Analytics,42,Q4 Efficiency,Working
LEAD-3298,Webinar,AI Automation,98,Q2 Innovation,Working
LEAD-3299,Webinar,Supply Chain Management,72,Q2 Security,Qualified
LEAD-3300,Email Campaign,Payment Processing,21,Q4 Security,Working
LEAD-3301,Paid Social,Cloud Migration,64,FY Transformation,Nurturing
LEAD-3302,Email Campaign,Big Data Analytics,67,Q4 Transformation,Working
LEAD-3303,Webinar,DevOps Tools,22,FY Growth,New
LEAD-3304,Paid Social,Unified Communications,32,Q2 Growth,Working
LEAD-3305,Webinar,DevOps Tools,32,Q2 Security,Working
LEAD-3306,Organic Search,Cybersecurity,47,Q3 Efficiency,New
LEAD-3307,Direct Mail,Unified Communications,89,Q1 Efficiency,New
LEAD-3308,Whitepaper,DevOps Tools,36,Q3 Security,Nurturing
LEAD-3309,Referral,Cybersecurity,98,Q1 Transformation,Working
LEAD-3310,Direct Mail,CRM Software,10,Q2 Growth,Nurturing
LEAD-3311,Webinar,Network Security,32,FY Security,Qualified
LEAD-3312,Whitepaper,Payment Processing,30,Q2 Security,New
LEAD-3313,Trade Show,CRM Software,23,Q3 Innovation,Working
LEAD-3314,Trade Show,Data Privacy,76,FY Transformation,Nurturing
LEAD-3315,Direct Mail,Cybersecurity,86,Q4 Transformation,Working
LEAD-3316,Direct Mail,CRM Software,32,Q4 Efficiency,Qualified
LEAD-3317,Paid Social,ERP Integration,43,Q4 Efficiency,Working
LEAD-3318,Webinar,Unified Communications,61,Q2 Efficiency,Qualified
LEAD-3319,Direct Mail,Supply Chain Management,21,Q4 Innovation,New
LEAD-3320,Trade Show,Supply Chain Management,16,Q2 Transformation,New
LEAD-3321,Direct Mail,CRM Software,93,Q4 Innovation,Working
LEAD-3322,Webinar,Network Security,33,Q4 Transformation,Working
LEAD-3323,Trade Show,Unified Communications,16,Q4 Security,New
LEAD-3324,Organic Search,Network Security,80,Q1 Transformation,Nurturing
LEAD-3325,Whitepaper,Data Privacy,43,Q3 Growth,Working
LEAD-3326,Trade Show,Cloud Migration,64,Q4 Growth,Working
LEAD-3327,Trade Show,Big Data Analytics,38,FY Transformation,New
LEAD-3328,Trade Show,Fraud Prevention,66,Q1 Transformation,Qualified
LEAD-3329,Whitepaper,DevOps Tools,51,Q3 Efficiency,Working
LEAD-3330,Paid Social,IoT Platforms,53,Q1 Growth,New
LEAD-3331,Webinar,Big Data Analytics,13,FY Efficiency,New
LEAD-3332,Webinar,Payment Processing,51,Q2 Growth,New
LEAD-3333,Whitepaper,DevOps Tools,34,Q4 Growth,New
LEAD-3334,Direct Mail,Big Data Analytics,78,FY Growth,Nurturing
LEAD-3335,Webinar,Big Data Analytics,90,FY Innovation,New
LEAD-3336,Trade Show,ERP Integration,50,Q3 Transformation,New
LEAD-3337,Paid Social,Big Data Analytics,47,Q2 Innovation,Working
LEAD-3338,Whitepaper,Network Security,28,Q4 Efficiency,Qualified
LEAD-3339,Paid Social,AI Automation,76,FY Efficiency,New
LEAD-3340,Trade Show,Cybersecurity,46,Q4 Security,New
LEAD-3341,Email Campaign,CRM Software,70,Q1 Security,Qualified
LEAD-3342,Direct Mail,Cloud Migration,15,Q4 Efficiency,New
LEAD-3343,Webinar,Customer Experience,43,Q2 Transformation,Qualified
LEAD-3344,Email Campaign,Customer Experience,53,Q1 Transformation,Nurturing
LEAD-3345,Paid Social,Network Security,29,Q3 Transformation,Qualified
LEAD-3346,Whitepaper,Unified Communications,62,Q1 Efficiency,Nurturing
LEAD-3347,Organic Search,ERP Integration,57,FY Security,New
LEAD-3348,Email Campaign,Data Privacy,31,Q4 Innovation,Qualified
LEAD-3349,Webinar,Network Security,15,FY Growth,Qualified
LEAD-3350,Webinar,CRM Software,36,Q2 Transformation,Qualified
LEAD-3351,Direct Mail,Fraud Prevention,55,Q1 Growth,Working
LEAD-3352,Trade Show,Payment Processing,17,Q2 Innovation,New
LEAD-3353,Whitepaper,IoT Platforms,60,Q2 Innovation,New
LEAD-3354,Webinar,Data Privacy,90,FY Innovation,Nurturing
LEAD-3355,Trade Show,Network Security,70,Q4 Growth,Working
LEAD-3356,Organic Search,CRM Software,34,Q4 Security,New
LEAD-3357,Referral,Data Privacy,41,Q1 Efficiency,New
LEAD-3358,Trade Show,DevOps Tools,61,Q4 Efficiency,Nurturing
LEAD-3359,Trade Show,Network Security,83,FY Growth,Nurturing
LEAD-3360,Referral,Data Privacy,30,Q1 Growth,Working
LEAD-3361,Referral,Big Data Analytics,26,Q3 Security,Qualified
LEAD-3362,Organic Search,Payment Processing,49,FY Efficiency,Nurturing
LEAD-3363,Whitepaper,AI Automation,15,Q3 Transformation,Nurturing
LEAD-3364,Referral,Cybersecurity,55,FY Efficiency,Nurturing
LEAD-3365,Paid Social,IoT Platforms,15,Q2 Growth,Qualified
LEAD-3366,Organic Search,DevOps Tools,96,Q3 Security,Nurturing
LEAD-3367,Trade Show,Data Privacy,34,FY Innovation,New
LEAD-3368,Whitepaper,AI Automation,58,Q2 Efficiency,Qualified
LEAD-3369,Paid Social,IoT Platforms,47,Q4 Security,New
LEAD-3370,Organic Search,DevOps Tools,23,Q3 Security,Working
LEAD-3371,Trade Show,IoT Platforms,45,Q3 Growth,Working
LEAD-3372,Direct Mail,Fraud Prevention,99,Q1 Security,Nurturing
LEAD-3373,Webinar,Data Privacy,97,FY Growth,New
LEAD-3374,Paid Social,Unified Communications,36,Q2 Security,Working
LEAD-3375,Email Campaign,Unified Communications,77,Q2 Innovation,Nurturing
LEAD-3376,Whitepaper,CRM Software,38,Q1 Efficiency,New
LEAD-3377,Whitepaper,Payment Processing,86,Q3 Efficiency,Qualified
LEAD-3378,Whitepaper,Network Security,16,Q4 Efficiency,Working
LEAD-3379,Organic Search,Fraud Prevention,21,FY Growth,Working
LEAD-3380,Direct Mail,Unified Communications,27,Q3 Transformation,Nurturing
LEAD-3381,Organic Search,Cloud Migration,62,Q1 Security,New
LEAD-3382,Whitepaper,Supply Chain Management,88,FY Efficiency,Qualified
LEAD-3383,Email Campaign,CRM Software,22,Q3 Efficiency,Qualified
LEAD-3384,Webinar,Cloud Migration,33,Q2 Security,New
LEAD-3385,Webinar,Fraud Prevention,23,Q3 Growth,Qualified
LEAD-3386,Whitepaper,Network Security,26,Q4 Efficiency,New
LEAD-3387,Organic Search,DevOps Tools,58,Q3 Growth,Qualified
LEAD-3388,Direct Mail,Data Privacy,46,Q4 Efficiency,New
LEAD-3389,Referral,Supply Chain Management,10,Q4 Efficiency,Working
LEAD-3390,Referral,ERP Integration,88,Q3 Security,Working
LEAD-3391,Webinar,Payment Processing,49,Q4 Efficiency,New
LEAD-3392,Whitepaper,IoT Platforms,77,FY Growth,Nurturing
LEAD-3393,Whitepaper,Network Security,47,Q2 Transformation,Working
LEAD-3394,Referral,Network Security,71,Q3 Growth,New
LEAD-3395,Trade Show,Big Data Analytics,62,Q2 Security,Working
LEAD-3396,Trade Show,Unified Communications,87,Q4 Efficiency,Working
LEAD-3397,Whitepaper,Unified Communications,67,Q2 Innovation,Nurturing
LEAD-3398,Email Campaign,CRM Software,19,Q1 Transformation,Nurturing
LEAD-3399,Webinar,DevOps Tools,47,Q1 Efficiency,Qualified
LEAD-3400,Webinar,IoT Platforms,56,FY Growth,New
LEAD-3401,Email Campaign,Unified Communications,73,Q3 Transformation,Qualified
LEAD-3402,Referral,Big Data Analytics,15,Q4 Security,New
LEAD-3403,Whitepaper,DevOps Tools,26,Q3 Innovation,New
LEAD-3404,Webinar,Unified Communications,17,Q4 Security,Working
LEAD-3405,Email Campaign,CRM Software,60,Q4 Efficiency,New
LEAD-3406,Webinar,CRM Software,29,FY Security,Qualified
LEAD-3407,Whitepaper,ERP Integration,37,Q1 Innovation,Working
LEAD-3408,Organic Search,Data Privacy,53,Q3 Security,New
LEAD-3409,Referral,Network Security,80,Q2 Growth,Qualified
LEAD-3410,Whitepaper,AI Automation,90,Q4 Growth,Qualified
LEAD-3411,Trade Show,Fraud Prevention,36,Q4 Security,Nurturing
LEAD-3412,Paid Social,DevOps Tools,15,Q1 Innovation,Working
LEAD-3413,Paid Social,Supply Chain Management,80,Q1 Growth,Qualified
LEAD-3414,Organic Search,ERP Integration,48,Q2 Transformation,Qualified
LEAD-3415,Trade Show,CRM Software,15,Q2 Security,Working
LEAD-3416,Email Campaign,Fraud Prevention,25,Q1 Security,New
LEAD-3417,Email Campaign,AI Automation,98,FY Transformation,New
LEAD-3418,Webinar,Network Security,57,Q4 Innovation,New
LEAD-3419,Paid Social,Data Privacy,83,Q2 Growth,New
LEAD-3420,Direct Mail,Data Privacy,84,Q2 Growth,Qualified
LEAD-3421,Referral,Big Data Analytics,89,Q4 Innovation,Qualified
LEAD-3422,Paid Social,IoT Platforms,80,FY Growth,Qualified
LEAD-3423,Whitepaper,Supply Chain Management,76,Q2 Efficiency,Working
LEAD-3424,Email Campaign,Fraud Prevention,59,FY Growth,Working
LEAD-3425,Trade Show,ERP Integration,82,Q1 Innovation,Nurturing
LEAD-3426,Webinar,Big Data Analytics,74,Q2 Efficiency,Working
LEAD-3427,Trade Show,Supply Chain Management,34,Q1 Innovation,Working
LEAD-3428,Organic Search,Data Privacy,28,FY Efficiency,Qualified
LEAD-3429,Referral,Fraud Prevention,81,Q1 Security,Qualified
LEAD-3430,Webinar,Network Security,70,Q1 Efficiency,Qualified
LEAD-3431,Whitepaper,AI Automation,63,Q1 Growth,Qualified
LEAD-3432,Trade Show,DevOps Tools,37,Q2 Efficiency,Working
LEAD-3433,Organic Search,ERP Integration,95,FY Security,Nurturing
LEAD-3434,Organic Search,Supply Chain Management,76,Q1 Efficiency,New
LEAD-3435,Paid Social,IoT Platforms,10,Q3 Security,Qualified
LEAD-3436,Whitepaper,Cybersecurity,98,Q4 Innovation,Qualified
LEAD-3437,Email Campaign,Cloud Migration,80,Q1 Efficiency,Qualified
LEAD-3438,Email Campaign,Network Security,96,Q1 Efficiency,Qualified
LEAD-3439,Paid Social,Payment Processing,80,Q3 Transformation,Qualified
LEAD-3440,Email Campaign,CRM Software,90,Q1 Transformation,Working
LEAD-3441,Webinar,Network Security,71,Q3 Innovation,New
LEAD-3442,Trade Show,Big Data Analytics,34,Q4 Security,Nurturing
LEAD-3443,Email Campaign,Supply Chain Management,25,Q2 Innovation,Working
LEAD-3444,Paid Social,CRM Software,79,Q1 Efficiency,Working
LEAD-3445,Paid Social,IoT Platforms,75,Q2 Innovation,New
LEAD-3446,Webinar,IoT Platforms,31,Q4 Growth,Working
LEAD-3447,Webinar,Cloud Migration,95,Q4 Security,Qualified
LEAD-3448,Referral,Supply Chain Management,59,Q1 Transformation,New
LEAD-3449,Whitepaper,IoT Platforms,59,Q4 Security,Working
LEAD-3450,Whitepaper,Payment Processing,95,Q2 Security,Nurturing
LEAD-3451,Webinar,Cloud Migration,18,Q3 Transformation,New
LEAD-3452,Paid Social,Payment Processing,47,FY Growth,New
LEAD-3453,Email Campaign,Cloud Migration,68,Q3 Innovation,Working
LEAD-3454,Organic Search,IoT Platforms,84,Q3 Efficiency,Qualified
LEAD-3455,Trade Show,Cloud Migration,57,Q2 Transformation,Nurturing
LEAD-3456,Paid Social,Cloud Migration,73,Q3 Efficiency,Qualified
LEAD-3457,Paid Social,CRM Software,30,Q1 Security,Qualified
LEAD-3458,Trade Show,DevOps Tools,61,FY Efficiency,Qualified
LEAD-3459,Trade Show,Fraud Prevention,27,Q3 Security,New
LEAD-3460,Whitepaper,DevOps Tools,72,FY Innovation,Qualified
LEAD-3461,Referral,Supply Chain Management,16,Q2 Growth,New
LEAD-3462,Paid Social,Cloud Migration,60,Q4 Security,Nurturing
LEAD-3463,Whitepaper,Unified Communications,35,Q2 Security,Qualified
LEAD-3464,Organic Search,Payment Processing,26,Q3 Growth,Nurturing
LEAD-3465,Trade Show,Unified Communications,54,Q3 Transformation,New
LEAD-3466,Direct Mail,Network Security,20,Q3 Efficiency,New
LEAD-3467,Organic Search,IoT Platforms,31,FY Security,New
LEAD-3468,Whitepaper,Fraud Prevention,30,Q1 Growth,Qualified
LEAD-3469,Whitepaper,Unified Communications,64,Q2 Transformation,Nurturing
LEAD-3470,Trade Show,AI Automation,73,Q4 Transformation,Nurturing
LEAD-3471,Referral,Payment Processing,34,Q2 Security,Qualified
LEAD-3472,Whitepaper,Supply Chain Management,95,Q4 Transformation,Nurturing
LEAD-3473,Paid Social,Data Privacy,85,Q1 Security,Working
LEAD-3474,Email Campaign,Cloud Migration,28,Q3 Transformation,Nurturing
LEAD-3475,Webinar,IoT Platforms,22,Q3 Innovation,Nurturing
LEAD-3476,Paid Social,Cloud Migration,40,Q3 Efficiency,Working
LEAD-3477,Paid Social,IoT Platforms,23,Q3 Transformation,Qualified
LEAD-3478,Whitepaper,Supply Chain Management,28,Q3 Efficiency,Qualified
LEAD-3479,Trade Show,Supply Chain Management,33,Q1 Transformation,New
LEAD-3480,Trade Show,Customer Experience,21,Q4 Growth,Working
LEAD-3481,Whitepaper,Customer Experience,34,Q2 Innovation,Qualified
LEAD-3482,Trade Show,Fraud Prevention,79,Q3 Growth,Qualified
LEAD-3483,Direct Mail,Unified Communications,64,Q2 Transformation,Working
LEAD-3484,Whitepaper,IoT Platforms,75,Q2 Growth,Nurturing
LEAD-3485,Referral,Cloud Migration,53,Q2 Transformation,Qualified
LEAD-3486,Webinar,AI Automation,99,Q4 Innovation,Qualified
LEAD-3487,Referral,Customer Experience,25,Q3 Efficiency,Qualified
LEAD-3488,Webinar,CRM Software,73,Q2 Transformation,Qualified
LEAD-3489,Trade Show,IoT Platforms,11,Q3 Security,New
LEAD-3490,Referral,Network Security,28,Q1 Transformation,Working
LEAD-3491,Trade Show,Unified Communications,90,Q3 Security,Nurturing
LEAD-3492,Trade Show,Payment Processing,60,FY Security,Nurturing
LEAD-3493,Webinar,Big Data Analytics,52,Q4 Transformation,Qualified
LEAD-3494,Whitepaper,Customer Experience,43,Q3 Transformation,Working
LEAD-3495,Whitepaper,Network Security,93,FY Efficiency,Working
LEAD-3496,Whitepaper,Fraud Prevention,27,Q3 Growth,Qualified
LEAD-3497,Direct Mail,Big Data Analytics,86,Q1 Security,Nurturing
LEAD-3498,Organic Search,CRM Software,89,Q4 Efficiency,Nurturing
LEAD-3499,Webinar,Cybersecurity,26,Q1 Security,Nurturing
LEAD-3500,Webinar,Fraud Prevention,98,FY Innovation,Working
LEAD-3501,Referral,DevOps Tools,86,FY Transformation,Nurturing
LEAD-3502,Paid Social,Customer Experience,26,Q2 Efficiency,Nurturing
LEAD-3503,Whitepaper,Customer Experience,20,Q2 Efficiency,Nurturing
LEAD-3504,Direct Mail,Customer Experience,79,Q4 Security,Qualified
LEAD-3505,Webinar,DevOps Tools,93,Q3 Efficiency,New
LEAD-3506,Email Campaign,Supply Chain Management,32,Q2 Transformation,Qualified
LEAD-3507,Direct Mail,CRM Software,71,Q2 Security,Working
LEAD-3508,Webinar,Supply Chain Management,88,Q3 Efficiency,Nurturing
LEAD-3509,Referral,Big Data Analytics,19,Q4 Efficiency,New
LEAD-3510,Direct Mail,AI Automation,88,Q4 Transformation,Qualified
LEAD-3511,Referral,Network Security,29,Q4 Efficiency,Qualified
LEAD-3512,Direct Mail,DevOps Tools,29,Q1 Efficiency,Nurturing
LEAD-3513,Organic Search,AI Automation,14,FY Growth,Nurturing
LEAD-3514,Webinar,CRM Software,92,Q2 Growth,Working
LEAD-3515,Email Campaign,Cloud Migration,99,Q2 Innovation,New
LEAD-3516,Email Campaign,Big Data Analytics,59,Q3 Transformation,Nurturing
LEAD-3517,Direct Mail,Fraud Prevention,14,Q1 Growth,New
LEAD-3518,Trade Show,Data Privacy,79,Q2 Growth,Nurturing
LEAD-3519,Email Campaign,Data Privacy,42,Q2 Growth,Qualified
LEAD-3520,Direct Mail,Fraud Prevention,60,Q2 Security,Working
LEAD-3521,Email Campaign,IoT Platforms,88,Q2 Efficiency,Working
LEAD-3522,Organic Search,Customer Experience,27,FY Security,Nurturing
LEAD-3523,Referral,IoT Platforms,38,Q2 Security,New
LEAD-3524,Email Campaign,CRM Software,31,Q2 Innovation,New
LEAD-3525,Email Campaign,Cybersecurity,78,FY Efficiency,Nurturing
LEAD-3526,Direct Mail,Cybersecurity,53,Q3 Transformation,Working
LEAD-3527,Trade Show,CRM Software,85,Q2 Transformation,Working
LEAD-3528,Email Campaign,Network Security,87,FY Security,Nurturing
LEAD-3529,Whitepaper,Unified Communications,74,Q1 Innovation,Qualified
LEAD-3530,Email Campaign,ERP Integration,13,FY Growth,Qualified
LEAD-3531,Paid Social,CRM Software,81,Q3 Growth,New
LEAD-3532,Email Campaign,Big Data Analytics,72,FY Efficiency,Nurturing
LEAD-3533,Paid Social,Unified Communications,10,Q2 Security,Nurturing
LEAD-3534,Whitepaper,Supply Chain Management,96,Q4 Security,New
LEAD-3535,Whitepaper,Supply Chain Management,71,Q4 Efficiency,Qualified
LEAD-3536,Trade Show,Cloud Migration,35,Q4 Security,Nurturing
LEAD-3537,Organic Search,Data Privacy,14,Q1 Transformation,Nurturing
LEAD-3538,Organic Search,CRM Software,49,Q1 Transformation,Nurturing
LEAD-3539,Paid Social,AI Automation,23,Q3 Growth,Nurturing
LEAD-3540,Organic Search,Payment Processing,37,FY Innovation,Working
LEAD-3541,Email Campaign,Fraud Prevention,37,Q3 Innovation,Qualified
LEAD-3542,Whitepaper,Unified Communications,64,Q3 Efficiency,Nurturing
LEAD-3543,Webinar,Cloud Migration,89,Q2 Innovation,Working
LEAD-3544,Whitepaper,Data Privacy,21,Q1 Security,Nurturing
LEAD-3545,Trade Show,AI Automation,59,Q4 Efficiency,New
LEAD-3546,Direct Mail,Network Security,17,Q4 Efficiency,Working
LEAD-3547,Direct Mail,Cloud Migration,44,Q3 Security,Working
LEAD-3548,Organic Search,IoT Platforms,75,Q4 Security,Nurturing
LEAD-3549,Referral,Cybersecurity,27,Q3 Growth,Qualified
LEAD-3550,Referral,Cloud Migration,51,FY Efficiency,Qualified
LEAD-3551,Direct Mail,Network Security,66,Q2 Innovation,Nurturing
LEAD-3552,Trade Show,Cybersecurity,73,FY Transformation,Nurturing
LEAD-3553,Email Campaign,DevOps Tools,95,Q2 Innovation,Nurturing
LEAD-3554,Referral,ERP Integration,50,FY Transformation,Nurturing
LEAD-3555,Trade Show,Network Security,26,Q2 Efficiency,New
LEAD-3556,Whitepaper,Big Data Analytics,98,Q3 Innovation,Nurturing
LEAD-3557,Webinar,Cybersecurity,10,Q1 Security,New
LEAD-3558,Trade Show,Big Data Analytics,49,Q3 Security,Working
LEAD-3559,Organic Search,Payment Processing,40,Q1 Efficiency,New
LEAD-3560,Email Campaign,IoT Platforms,50,Q1 Transformation,Working
LEAD-3561,Webinar,ERP Integration,53,Q4 Growth,New
LEAD-3562,Organic Search,Customer Experience,91,Q3 Innovation,Working
LEAD-3563,Whitepaper,Data Privacy,48,Q2 Efficiency,Qualified
LEAD-3564,Referral,Fraud Prevention,89,FY Transformation,Qualified
LEAD-3565,Trade Show,AI Automation,98,Q2 Transformation,Qualified
LEAD-3566,Direct Mail,Supply Chain Management,91,Q3 Efficiency,Nurturing
LEAD-3567,Referral,Cybersecurity,10,Q1 Efficiency,Nurturing
LEAD-3568,Trade Show,Supply Chain Management,57,Q2 Efficiency,Working
LEAD-3569,Whitepaper,Network Security,37,Q2 Growth,New
LEAD-3570,Trade Show,Unified Communications,18,Q1 Efficiency,Working
LEAD-3571,Trade Show,Supply Chain Management,92,Q1 Growth,Nurturing
LEAD-3572,Whitepaper,Cloud Migration,58,FY Innovation,New
LEAD-3573,Whitepaper,Network Security,41,Q3 Innovation,Nurturing
LEAD-3574,Direct Mail,Cybersecurity,36,FY Transformation,Qualified
LEAD-3575,Email Campaign,Cloud Migration,78,Q2 Growth,Qualified
LEAD-3576,Referral,Network Security,100,Q1 Transformation,Qualified
LEAD-3577,Trade Show,Big Data Analytics,33,Q3 Security,Qualified
LEAD-3578,Direct Mail,ERP Integration,43,FY Innovation,Nurturing
LEAD-3579,Paid Social,AI Automation,27,Q3 Transformation,Working
LEAD-3580,Webinar,ERP Integration,28,Q4 Efficiency,New
LEAD-3581,Direct Mail,CRM Software,94,Q4 Transformation,Working
LEAD-3582,Whitepaper,CRM Software,16,Q4 Transformation,Working
LEAD-3583,Direct Mail,Payment Processing,92,Q4 Growth,Working
LEAD-3584,Whitepaper,AI Automation,97,Q2 Security,Working
LEAD-3585,Direct Mail,Big Data Analytics,37,Q4 Innovation,Working
LEAD-3586,Webinar,ERP Integration,33,Q2 Growth,Working
LEAD-3587,Organic Search,DevOps Tools,62,Q2 Growth,New
LEAD-3588,Referral,Big Data Analytics,51,FY Security,New
LEAD-3589,Paid Social,Unified Communications,80,Q4 Transformation,Working
LEAD-3590,Organic Search,Supply Chain Management,31,Q3 Growth,Nurturing
LEAD-3591,Organic Search,Big Data Analytics,83,Q4 Transformation,Working
LEAD-3592,Email Campaign,Network Security,49,Q2 Innovation,Qualified
LEAD-3593,Whitepaper,AI Automation,92,Q3 Efficiency,Qualified
LEAD-3594,Organic Search,Cybersecurity,60,Q2 Efficiency,Working
LEAD-3595,Webinar,Fraud Prevention,52,Q2 Innovation,Nurturing
LEAD-3596,Direct Mail,Fraud Prevention,24,Q2 Growth,Qualified
LEAD-3597,Direct Mail,Cloud Migration,33,Q4 Innovation,Working
LEAD-3598,Direct Mail,Payment Processing,30,Q1 Security,Nurturing
LEAD-3599,Organic Search,Customer Experience,86,Q3 Efficiency,Qualified
LEAD-3600,Whitepaper,Unified Communications,72,FY Transformation,Nurturing
LEAD-3601,Trade Show,Fraud Prevention,81,Q4 Security,Working
LEAD-3602,Trade Show,Cybersecurity,13,FY Security,New
LEAD-3603,Trade Show,Big Data Analytics,56,Q3 Transformation,New
LEAD-3604,Organic Search,Cybersecurity,14,Q1 Security,Nurturing
LEAD-3605,Direct Mail,Fraud Prevention,97,Q3 Efficiency,Qualified
LEAD-3606,Email Campaign,Customer Experience,36,FY Transformation,Nurturing
LEAD-3607,Email Campaign,Cybersecurity,40,FY Growth,Qualified
LEAD-3608,Webinar,Big Data Analytics,15,Q2 Security,New
LEAD-3609,Paid Social,Data Privacy,40,Q3 Transformation,New
LEAD-3610,Email Campaign,Payment Processing,68,Q1 Transformation,Nurturing
LEAD-3611,Trade Show,Unified Communications,83,Q1 Transformation,New
LEAD-3612,Trade Show,Customer Experience,83,Q2 Growth,Nurturing
LEAD-3613,Webinar,Payment Processing,48,Q2 Security,Qualified
LEAD-3614,Paid Social,Customer Experience,75,Q2 Security,New
LEAD-3615,Organic Search,Supply Chain Management,10,Q4 Innovation,Qualified
LEAD-3616,Direct Mail,Payment Processing,36,FY Security,Qualified
LEAD-3617,Whitepaper,Fraud Prevention,24,Q1 Efficiency,Qualified
LEAD-3618,Webinar,Customer Experience,29,FY Innovation,Working
LEAD-3619,Whitepaper,Unified Communications,30,Q1 Innovation,Qualified
LEAD-3620,Referral,AI Automation,94,Q1 Efficiency,New
LEAD-3621,Whitepaper,Fraud Prevention,96,Q1 Transformation,New
LEAD-3622,Whitepaper,CRM Software,61,Q1 Innovation,Working
LEAD-3623,Trade Show,Cloud Migration,25,Q4 Efficiency,New
LEAD-3624,Direct Mail,Cybersecurity,53,FY Security,Qualified
LEAD-3625,Organic Search,Unified Communications,89,FY Innovation,Working
LEAD-3626,Webinar,Data Privacy,83,Q2 Security,Qualified
LEAD-3627,Referral,ERP Integration,36,Q4 Transformation,New
LEAD-3628,Trade Show,AI Automation,93,FY Security,Nurturing
LEAD-3629,Whitepaper,Cybersecurity,46,Q2 Growth,New
LEAD-3630,Whitepaper,Data Privacy,12,Q4 Transformation,Qualified
LEAD-3631,Trade Show,Supply Chain Management,53,Q1 Growth,Nurturing
LEAD-3632,Trade Show,Cybersecurity,86,Q2 Efficiency,Qualified
LEAD-3633,Trade Show,Cloud Migration,85,Q2 Security,Nurturing
LEAD-3634,Email Campaign,DevOps Tools,58,Q1 Transformation,New
LEAD-3635,Organic Search,DevOps Tools,95,Q4 Innovation,Nurturing
LEAD-3636,Trade Show,Big Data Analytics,98,Q4 Innovation,Qualified
LEAD-3637,Webinar,Big Data Analytics,22,Q2 Transformation,Qualified
LEAD-3638,Whitepaper,Cybersecurity,45,Q2 Security,Qualified
LEAD-3639,Email Campaign,Network Security,51,Q4 Transformation,Nurturing
LEAD-3640,Referral,Data Privacy,26,Q2 Security,New
LEAD-3641,Paid Social,Payment Processing,29,Q1 Growth,Working
LEAD-3642,Direct Mail,Supply Chain Management,16,Q3 Innovation,New
LEAD-3643,Email Campaign,Fraud Prevention,30,Q4 Growth,Working
LEAD-3644,Direct Mail,Data Privacy,17,Q2 Growth,New
LEAD-3645,Direct Mail,DevOps Tools,20,Q3 Innovation,Qualified
LEAD-3646,Webinar,CRM Software,39,Q1 Efficiency,Working
LEAD-3647,Paid Social,Network Security,93,Q1 Innovation,Nurturing
LEAD-3648,Email Campaign,Data Privacy,30,FY Security,New
LEAD-3649,Organic Search,DevOps Tools,100,Q2 Efficiency,New
LEAD-3650,Organic Search,Cloud Migration,25,Q1 Growth,Nurturing
LEAD-3651,Referral,AI Automation,82,FY Efficiency,Qualified
LEAD-3652,Email Campaign,CRM Software,49,Q4 Efficiency,New
LEAD-3653,Email Campaign,AI Automation,85,FY Security,Nurturing
LEAD-3654,Email Campaign,Data Privacy,64,Q2 Growth,Working
LEAD-3655,Paid Social,AI Automation,23,Q1 Efficiency,Nurturing
LEAD-3656,Direct Mail,CRM Software,10,Q1 Innovation,New
LEAD-3657,Webinar,Big Data Analytics,25,Q4 Security,New
LEAD-3658,Webinar,Unified Communications,13,FY Innovation,Qualified
LEAD-3659,Organic Search,Payment Processing,67,Q3 Transformation,Nurturing
LEAD-3660,Whitepaper,AI Automation,30,Q3 Innovation,New
LEAD-3661,Webinar,Network Security,22,FY Innovation,Nurturing
