opportunity_id,account_id,rep_id,product_id,lead_id,create_date,close_date,activation_date,opp_stage,probability_percent,acv,nrr,tcv,won_lost_reason,discount_percent,margin_percent,contract_term_months,mrr,estimated_transaction_volume,implementation_cost,upsell_acv
OPP-05904,ACC-005,REP-048,PRD-010,,2024-06-17,2024-11-24,,Closed Lost,0.0,248000,46000,790000.0,Executive Sponsor Left,0.39,0.64,36,20666.67,98125,2165,1520
OPP-05905,ACC-006,REP-024,PRD-009,LEAD-7054,2024-06-01,2024-09-16,,Closed Lost,0.0,187000,8000,195000.0,Competitor,0.3,0.64,12,15583.33,49132,41443,3686
OPP-05906,ACC-032,REP-051,PRD-006,,2024-12-18,2025-02-16,,Closed Lost,0.0,222000,39000,705000.0,Competitor,0.11,0.8,36,18500.0,49737,8123,3855
OPP-05907,ACC-015,REP-071,PRD-057,LEAD-6564,2023-01-23,2023-04-13,,Closed Lost,0.0,35000,39000,109000.0,Price,0.06,0.37,24,2916.67,30345,11486,4918
OPP-05908,ACC-107,REP-012,PRD-018,LEAD-7235,2024-10-02,2024-12-31,2025-01-15,Closed Won,1.0,227000,7000,688000.0,Budget,0.43,0.25,36,18916.67,97892,49962,36208
OPP-05909,ACC-002,REP-003,PRD-022,LEAD-4461,2023-07-25,2023-10-04,,On Hold,0.1,83000,32000,198000.0,,0.42,0.15,24,6916.67,75059,40945,94
OPP-05910,ACC-015,REP-044,PRD-005,LEAD-6312,2025-03-29,2025-08-23,,Qualify,0.1,128000,7000,135000.0,,0.43,0.23,12,10666.67,7828,27556,4874
OPP-05911,ACC-010,REP-125,PRD-031,LEAD-5414,2023-04-27,2023-06-30,2023-08-04,Closed Won,1.0,95000,44000,329000.0,Timing,0.46,0.38,36,7916.67,87462,10659,25119
OPP-05912,ACC-019,REP-053,PRD-016,LEAD-5073,2025-05-20,2025-07-19,,Negotiation,0.7,227000,36000,717000.0,,0.36,0.3,36,18916.67,53098,27902,2356
OPP-05913,ACC-015,REP-091,PRD-005,,2026-08-06,2026-12-22,,On Hold,0.1,13000,28000,67000.0,,0.21,0.26,36,1083.33,24262,47615,4642
OPP-05914,ACC-105,REP-021,PRD-009,LEAD-6804,2023-05-14,2023-08-24,,Qualify,0.1,196000,20000,608000.0,,0.25,0.13,36,16333.33,52907,38355,2235
OPP-05915,ACC-019,REP-004,PRD-002,LEAD-0111,2025-10-30,2026-04-22,,Negotiation,0.7,169000,35000,542000.0,,0.1,0.15,36,14083.33,26460,15359,3289
OPP-05916,ACC-073,REP-121,PRD-012,LEAD-4403,2022-11-18,2023-04-13,,Closed Lost,0.0,199000,23000,421000.0,Timing,0.43,0.72,24,16583.33,17275,29053,4721
OPP-05917,ACC-003,REP-064,PRD-002,LEAD-7693,2023-02-13,2023-06-22,,Closed Lost,0.0,219000,45000,483000.0,Superior ROI,0.43,0.44,24,18250.0,56463,19972,34250
OPP-05918,ACC-016,REP-131,PRD-006,LEAD-5696,2022-10-17,2023-03-26,,Qualify,0.1,151000,2000,153000.0,,0.39,0.27,12,12583.33,88850,20306,983
OPP-05919,ACC-012,REP-048,PRD-012,LEAD-6013,2026-08-20,2026-09-29,,Qualify,0.1,232000,9000,473000.0,,0.49,0.59,24,19333.33,54979,43661,1628
OPP-05920,ACC-021,REP-103,PRD-008,,2023-08-02,2023-11-17,,On Hold,0.1,98000,2000,100000.0,,0.43,0.5,12,8166.67,19172,33148,623
OPP-05921,ACC-022,REP-078,PRD-059,,2026-09-29,2026-12-23,2027-02-05,Closed Won,1.0,173000,42000,388000.0,Price,0.34,0.39,24,14416.67,19988,26978,3822
OPP-05922,ACC-021,REP-036,PRD-014,,2025-08-25,2025-12-28,2026-01-15,Closed Won,1.0,149000,1000,448000.0,Executive Sponsor Left,0.11,0.62,36,12416.67,1637,34097,2746
OPP-05923,ACC-012,REP-072,PRD-018,LEAD-2509,2024-03-22,2024-06-29,,Negotiation,0.7,213000,14000,653000.0,,0.16,0.76,36,17750.0,5454,23045,1214
OPP-05924,ACC-018,REP-044,PRD-007,LEAD-1083,2024-05-31,2024-10-31,,On Hold,0.1,57000,40000,97000.0,,0.46,0.28,12,4750.0,72380,34726,2960
OPP-05925,ACC-024,REP-146,PRD-002,,2024-06-23,2024-09-19,,On Hold,0.1,181000,32000,213000.0,,0.26,0.55,12,15083.33,81145,5642,808
OPP-05926,ACC-017,REP-041,PRD-006,LEAD-7911,2024-06-28,2024-09-04,,Demo,0.3,13000,35000,74000.0,,0.25,0.2,36,1083.33,60218,11644,1094
OPP-05927,ACC-024,REP-084,PRD-011,LEAD-1627,2023-08-14,2023-09-26,2023-10-16,Closed Won,1.0,145000,49000,484000.0,Superior ROI,0.02,0.47,36,12083.33,92254,12449,3097
OPP-05928,ACC-071,REP-144,PRD-015,LEAD-7400,2025-09-15,2025-12-15,2026-01-24,Closed Won,1.0,137000,50000,324000.0,Features,0.26,0.43,24,11416.67,77507,25102,4776
OPP-05929,ACC-017,REP-058,PRD-026,LEAD-5789,2025-08-07,2025-10-26,,On Hold,0.1,57000,19000,76000.0,,0.48,0.67,12,4750.0,49088,2601,4976
OPP-05930,ACC-024,REP-117,PRD-045,LEAD-3134,2025-12-30,2026-04-10,2026-04-27,Closed Won,1.0,100000,44000,244000.0,Features,0.01,0.23,24,8333.33,30773,2002,1070
OPP-05931,ACC-058,REP-052,PRD-007,LEAD-2946,2022-12-31,2023-03-19,,Demo,0.3,96000,0,288000.0,,0.15,0.53,36,8000.0,43501,29775,1582
OPP-05932,ACC-100,REP-110,PRD-061,LEAD-6715,2023-04-22,2023-09-15,2023-10-12,Closed Won,1.0,239000,47000,286000.0,Budget,0.35,0.25,12,19916.67,41849,12435,38669
OPP-05933,ACC-007,REP-065,PRD-014,LEAD-1802,2024-12-20,2025-05-20,,On Hold,0.1,153000,40000,499000.0,,0.17,0.68,36,12750.0,47340,47896,4486
OPP-05934,ACC-004,REP-060,PRD-066,LEAD-0329,2023-01-02,2023-03-15,2023-04-14,Closed Won,1.0,141000,6000,429000.0,Timing,0.16,0.4,36,11750.0,89040,35698,3225
OPP-05935,ACC-014,REP-050,PRD-003,LEAD-1063,2022-10-04,2023-03-16,,Qualify,0.1,92000,22000,206000.0,,0.39,0.6,24,7666.67,14115,35906,4047
OPP-05936,ACC-048,REP-097,PRD-010,LEAD-4315,2022-11-10,2023-02-01,2023-03-11,Closed Won,1.0,94000,47000,141000.0,Superior ROI,0.32,0.6,12,7833.33,9622,27118,4196
OPP-05937,ACC-021,REP-052,PRD-002,LEAD-6839,2026-07-17,2026-09-28,,On Hold,0.1,165000,37000,532000.0,,0.2,0.71,36,13750.0,63484,30118,2600
OPP-05938,ACC-109,REP-109,PRD-019,LEAD-6737,2024-04-25,2024-09-15,,Negotiation,0.7,13000,6000,32000.0,,0.45,0.39,24,1083.33,18607,25339,26996
OPP-05939,ACC-003,REP-065,PRD-005,LEAD-3785,2022-12-10,2023-03-29,,Closed Lost,0.0,91000,49000,231000.0,No Decision,0.26,0.72,24,7583.33,9239,8736,21465
OPP-05940,ACC-014,REP-143,PRD-012,LEAD-0555,2024-12-04,2025-03-31,,Closed Lost,0.0,205000,49000,254000.0,Budget,0.46,0.36,12,17083.33,47607,8165,1908
OPP-05941,ACC-025,REP-135,PRD-010,LEAD-4035,2023-05-21,2023-09-26,,On Hold,0.1,175000,37000,387000.0,,0.26,0.74,24,14583.33,32584,2020,2827
OPP-05942,ACC-002,REP-040,PRD-013,,2026-01-04,2026-03-12,,On Hold,0.1,48000,28000,76000.0,,0.25,0.2,12,4000.0,6753,21741,4038
OPP-05943,ACC-019,REP-026,PRD-012,LEAD-6547,2023-08-12,2023-11-20,,On Hold,0.1,69000,45000,252000.0,,0.11,0.62,36,5750.0,58288,14176,3526
OPP-05944,ACC-049,REP-112,PRD-002,,2023-01-16,2023-06-27,,Demo,0.3,65000,22000,217000.0,,0.36,0.12,36,5416.67,82399,47345,3574
OPP-05945,ACC-010,REP-128,PRD-032,LEAD-3351,2026-07-08,2026-11-08,,Closed Lost,0.0,194000,32000,614000.0,Competitor,0.49,0.57,36,16166.67,67642,42651,25043
OPP-05946,ACC-055,REP-128,PRD-051,LEAD-0778,2026-01-14,2026-06-20,,Demo,0.3,210000,23000,443000.0,,0.21,0.68,24,17500.0,79348,14127,1074
OPP-05947,ACC-025,REP-053,PRD-001,,2024-04-10,2024-07-11,,Qualify,0.1,190000,33000,223000.0,,0.21,0.4,12,15833.33,5341,21323,736
OPP-05948,ACC-113,REP-132,PRD-023,LEAD-2644,2024-07-07,2024-12-17,,Demo,0.3,81000,32000,194000.0,,0.2,0.2,24,6750.0,53543,14033,34616
OPP-05949,ACC-018,REP-078,PRD-058,LEAD-3975,2026-04-15,2026-06-07,,On Hold,0.1,41000,31000,154000.0,,0.46,0.44,36,3416.67,13604,5361,418
OPP-05950,ACC-009,REP-014,PRD-006,LEAD-2006,2025-01-14,2025-06-30,,Closed Lost,0.0,117000,35000,269000.0,Timing,0.25,0.26,24,9750.0,89904,12353,2367
OPP-05951,ACC-073,REP-113,PRD-002,LEAD-3074,2024-11-25,2025-04-14,,On Hold,0.1,23000,20000,89000.0,,0.13,0.56,36,1916.67,70397,24159,1305
OPP-05952,ACC-007,REP-119,PRD-029,,2025-07-31,2025-12-28,,Negotiation,0.7,181000,49000,411000.0,,0.03,0.31,24,15083.33,59946,18179,4989
OPP-05953,ACC-003,REP-118,PRD-036,LEAD-7448,2025-12-23,2026-03-21,2026-04-25,Closed Won,1.0,109000,39000,366000.0,Executive Sponsor Left,0.29,0.51,36,9083.33,67436,39432,43223
OPP-05954,ACC-001,REP-116,PRD-004,LEAD-1115,2024-07-06,2024-08-12,,Closed Lost,0.0,94000,10000,104000.0,Timing,0.01,0.74,12,7833.33,95274,9769,775
OPP-05955,ACC-010,REP-117,PRD-035,,2024-06-14,2024-07-29,,Qualify,0.1,109000,22000,131000.0,,0.42,0.59,12,9083.33,73385,36974,32151
OPP-05956,ACC-091,REP-122,PRD-016,,2025-12-02,2026-03-18,,Closed Lost,0.0,53000,33000,139000.0,Timing,0.22,0.16,24,4416.67,36730,31297,4133
OPP-05957,ACC-021,REP-058,PRD-012,LEAD-6912,2023-10-01,2024-01-21,,Qualify,0.1,230000,31000,491000.0,,0.23,0.23,24,19166.67,6309,13247,955
OPP-05958,ACC-013,REP-057,PRD-016,LEAD-3361,2024-06-25,2024-09-22,,Qualify,0.1,80000,6000,86000.0,,0.1,0.4,12,6666.67,46326,42812,2813
OPP-05959,ACC-061,REP-136,PRD-014,,2023-06-27,2023-09-21,2023-10-26,Closed Won,1.0,75000,11000,161000.0,Executive Sponsor Left,0.4,0.2,24,6250.0,82381,33615,2834
OPP-05960,ACC-049,REP-065,PRD-003,LEAD-0822,2024-03-07,2024-06-30,,Closed Lost,0.0,232000,24000,256000.0,Competitor,0.11,0.32,12,19333.33,3658,6281,1920
OPP-05961,ACC-029,REP-096,PRD-052,LEAD-1925,2025-09-10,2026-01-26,,Qualify,0.1,90000,29000,119000.0,,0.35,0.68,12,7500.0,88042,27962,465
OPP-05962,ACC-013,REP-078,PRD-075,LEAD-4088,2025-08-16,2025-10-28,2025-11-29,Closed Won,1.0,183000,26000,209000.0,Superior ROI,0.04,0.54,12,15250.0,63618,41655,4503
OPP-05963,ACC-011,REP-102,PRD-007,LEAD-5905,2024-06-08,2024-09-26,,Closed Lost,0.0,213000,13000,439000.0,Budget,0.14,0.24,24,17750.0,66535,6488,1377
OPP-05964,ACC-004,REP-024,PRD-007,,2025-07-08,2025-09-13,2025-10-09,Closed Won,1.0,123000,43000,166000.0,Executive Sponsor Left,0.43,0.16,12,10250.0,44382,47329,1621
OPP-05965,ACC-024,REP-026,PRD-006,LEAD-3125,2026-08-03,2026-09-30,,Negotiation,0.7,59000,41000,159000.0,,0.07,0.8,24,4916.67,2487,23401,4797
OPP-05966,ACC-072,REP-082,PRD-005,LEAD-3764,2024-08-13,2025-01-13,,Closed Lost,0.0,150000,26000,176000.0,Competitor,0.31,0.26,12,12500.0,44470,27851,3970
OPP-05967,ACC-013,REP-064,PRD-034,LEAD-6487,2023-12-06,2024-03-30,2024-05-01,Closed Won,1.0,35000,17000,122000.0,Competitor,0.08,0.47,36,2916.67,49238,42373,319
OPP-05968,ACC-108,REP-048,PRD-034,LEAD-2354,2025-09-27,2026-03-02,,Demo,0.3,57000,5000,176000.0,,0.13,0.51,36,4750.0,99503,3875,3055
OPP-05969,ACC-011,REP-091,PRD-006,LEAD-7894,2023-10-28,2024-04-17,,Negotiation,0.7,220000,21000,681000.0,,0.26,0.55,36,18333.33,16640,9520,2009
OPP-05970,ACC-075,REP-062,PRD-003,LEAD-5878,2023-09-27,2024-03-22,,Closed Lost,0.0,217000,16000,667000.0,Executive Sponsor Left,0.48,0.72,36,18083.33,24220,9192,1994
OPP-05971,ACC-022,REP-148,PRD-014,LEAD-2211,2026-01-02,2026-06-15,,Qualify,0.1,111000,47000,380000.0,,0.12,0.46,36,9250.0,22692,8136,2536
OPP-05972,ACC-020,REP-009,PRD-014,LEAD-2385,2026-05-17,2026-08-12,2026-08-31,Closed Won,1.0,237000,7000,481000.0,Features,0.4,0.5,24,19750.0,9122,32490,4458
OPP-05973,ACC-044,REP-110,PRD-031,LEAD-3424,2025-04-28,2025-09-02,,Qualify,0.1,125000,38000,163000.0,,0.16,0.46,12,10416.67,24104,8916,35522
OPP-05974,ACC-036,REP-121,PRD-013,LEAD-3694,2024-08-18,2024-09-17,2024-10-22,Closed Won,1.0,75000,35000,185000.0,Timing,0.18,0.57,24,6250.0,44036,34731,2720
OPP-05975,ACC-007,REP-033,PRD-015,LEAD-4678,2023-07-08,2023-12-16,,On Hold,0.1,10000,9000,19000.0,,0.38,0.25,12,833.33,20173,36511,3680
OPP-05976,ACC-011,REP-086,PRD-003,,2025-10-06,2025-11-26,,Demo,0.3,22000,7000,51000.0,,0.43,0.62,24,1833.33,71434,3750,3423
OPP-05977,ACC-002,REP-073,PRD-007,LEAD-0805,2022-12-12,2023-04-03,2023-05-17,Closed Won,1.0,213000,50000,263000.0,Budget,0.46,0.42,12,17750.0,49061,43108,2363
OPP-05978,ACC-005,REP-131,PRD-059,LEAD-4039,2024-10-29,2024-12-21,,Demo,0.3,75000,40000,265000.0,,0.33,0.12,36,6250.0,62838,48911,195
OPP-05979,ACC-004,REP-074,PRD-007,LEAD-3025,2025-01-09,2025-03-11,2025-04-19,Closed Won,1.0,28000,44000,128000.0,Executive Sponsor Left,0.22,0.7,36,2333.33,32324,23708,4143
OPP-05980,ACC-006,REP-063,PRD-012,LEAD-7312,2023-09-23,2023-12-01,,Negotiation,0.7,205000,12000,217000.0,,0.31,0.11,12,17083.33,44443,5849,934
OPP-05981,ACC-016,REP-072,PRD-005,LEAD-4466,2025-01-10,2025-03-12,,Demo,0.3,222000,1000,223000.0,,0.33,0.53,12,18500.0,22375,38429,1719
OPP-05982,ACC-011,REP-001,PRD-073,LEAD-6086,2023-08-08,2023-12-17,,Negotiation,0.7,240000,27000,747000.0,,0.41,0.15,36,20000.0,46484,20163,636
OPP-05983,ACC-023,REP-135,PRD-023,LEAD-0494,2025-10-15,2026-03-17,,Negotiation,0.7,165000,20000,185000.0,,0.47,0.28,12,13750.0,5516,22000,3221
OPP-05984,ACC-024,REP-111,PRD-064,LEAD-0594,2024-08-26,2024-12-22,,Qualify,0.1,183000,30000,213000.0,,0.16,0.42,12,15250.0,73933,14983,415
OPP-05985,ACC-021,REP-088,PRD-015,,2026-07-02,2026-12-27,,Negotiation,0.7,49000,19000,166000.0,,0.35,0.11,36,4083.33,31286,18976,3330
OPP-05986,ACC-019,REP-061,PRD-068,LEAD-1268,2026-05-26,2026-10-24,,Negotiation,0.7,250000,0,500000.0,,0.06,0.18,24,20833.33,66845,10714,4101
OPP-05987,ACC-125,REP-082,PRD-013,LEAD-5294,2025-11-10,2025-12-19,,On Hold,0.1,81000,4000,247000.0,,0.22,0.57,36,6750.0,41392,28270,88
OPP-05988,ACC-022,REP-077,PRD-012,LEAD-6247,2024-04-10,2024-06-06,,Qualify,0.1,222000,35000,701000.0,,0.11,0.18,36,18500.0,96426,36773,1884
OPP-05989,ACC-079,REP-142,PRD-001,LEAD-2398,2024-04-29,2024-06-30,,Qualify,0.1,10000,23000,33000.0,,0.21,0.79,12,833.33,78213,30885,1292
OPP-05990,ACC-007,REP-121,PRD-068,LEAD-1397,2026-06-06,2026-10-10,,Negotiation,0.7,96000,19000,115000.0,,0.25,0.33,12,8000.0,84075,33564,2006
OPP-05991,ACC-019,REP-147,PRD-011,LEAD-1844,2023-04-07,2023-08-19,,Closed Lost,0.0,161000,17000,178000.0,Superior ROI,0.06,0.33,12,13416.67,72648,43829,4015
OPP-05992,ACC-022,REP-086,PRD-011,LEAD-1001,2023-10-09,2023-12-18,,Demo,0.3,58000,4000,120000.0,,0.11,0.41,24,4833.33,90729,12015,241
OPP-05993,ACC-058,REP-114,PRD-005,LEAD-2131,2026-01-23,2026-05-12,,Negotiation,0.7,130000,9000,399000.0,,0.18,0.18,36,10833.33,70783,5878,1899
OPP-05994,ACC-004,REP-066,PRD-005,LEAD-0252,2024-09-22,2025-02-24,,Qualify,0.1,132000,12000,144000.0,,0.05,0.12,12,11000.0,70009,30304,2855
OPP-05995,ACC-012,REP-102,PRD-040,LEAD-1080,2024-10-29,2025-03-31,,Qualify,0.1,248000,20000,268000.0,,0.19,0.17,12,20666.67,67745,30760,2885
OPP-05996,ACC-085,REP-114,PRD-013,LEAD-0317,2023-02-09,2023-06-14,,Qualify,0.1,6000,31000,43000.0,,0.12,0.18,24,500.0,28597,3279,1916
OPP-05997,ACC-018,REP-090,PRD-037,,2023-08-19,2024-02-09,,Qualify,0.1,90000,48000,318000.0,,0.39,0.23,36,7500.0,65323,34419,1000
OPP-05998,ACC-021,REP-087,PRD-012,LEAD-0420,2026-01-08,2026-06-01,,Closed Lost,0.0,222000,30000,474000.0,Executive Sponsor Left,0.01,0.32,24,18500.0,7675,8506,2469
OPP-05999,ACC-004,REP-002,PRD-070,LEAD-4751,2024-12-19,2025-03-21,,Qualify,0.1,22000,25000,47000.0,,0.46,0.63,12,1833.33,70542,48704,3496
OPP-06000,ACC-002,REP-073,PRD-001,LEAD-2757,2024-08-24,2024-10-08,,On Hold,0.1,82000,26000,272000.0,,0.11,0.2,36,6833.33,45819,1874,3701
OPP-06001,ACC-020,REP-134,PRD-014,LEAD-2243,2022-09-19,2023-01-16,2023-02-21,Closed Won,1.0,39000,17000,56000.0,Price,0.48,0.42,12,3250.0,45126,26415,3334
OPP-06002,ACC-060,REP-043,PRD-001,LEAD-3756,2026-05-22,2026-07-03,,Closed Lost,0.0,211000,13000,435000.0,No Decision,0.09,0.24,24,17583.33,28153,24752,3522
OPP-06003,ACC-019,REP-105,PRD-013,,2026-04-11,2026-06-15,2026-07-26,Closed Won,1.0,38000,32000,146000.0,Price,0.38,0.55,36,3166.67,55255,29695,3315
OPP-06004,ACC-006,REP-112,PRD-013,LEAD-3438,2023-02-02,2023-03-19,,On Hold,0.1,43000,49000,92000.0,,0.32,0.37,12,3583.33,45880,33029,4829
OPP-06005,ACC-004,REP-118,PRD-016,LEAD-0268,2025-05-01,2025-07-11,2025-08-17,Closed Won,1.0,61000,50000,172000.0,Features,0.15,0.48,24,5083.33,13313,41619,2894
OPP-06006,ACC-050,REP-099,PRD-011,LEAD-4759,2023-04-07,2023-07-06,,Qualify,0.1,96000,39000,327000.0,,0.42,0.4,36,8000.0,52992,26275,4723
OPP-06007,ACC-023,REP-006,PRD-016,LEAD-2748,2022-12-24,2023-03-22,,On Hold,0.1,196000,29000,617000.0,,0.2,0.73,36,16333.33,2186,27771,2739
OPP-06008,ACC-019,REP-008,PRD-004,LEAD-2680,2023-06-08,2023-10-18,,Negotiation,0.7,134000,35000,437000.0,,0.38,0.22,36,11166.67,77596,5975,4971
OPP-06009,ACC-009,REP-122,PRD-002,LEAD-5658,2025-05-26,2025-10-11,,Demo,0.3,45000,17000,107000.0,,0.0,0.29,24,3750.0,93633,9881,3004
OPP-06010,ACC-078,REP-026,PRD-006,LEAD-1421,2025-11-07,2026-04-05,,Demo,0.3,119000,26000,383000.0,,0.37,0.29,36,9916.67,56278,1095,2109
OPP-06011,ACC-009,REP-093,PRD-016,LEAD-6760,2023-01-25,2023-04-14,,Negotiation,0.7,228000,37000,721000.0,,0.48,0.14,36,19000.0,9140,16677,3992
OPP-06012,ACC-056,REP-116,PRD-067,LEAD-1458,2023-02-26,2023-04-07,,Qualify,0.1,6000,41000,47000.0,,0.24,0.48,12,500.0,39797,31755,23597
OPP-06013,ACC-005,REP-067,PRD-015,LEAD-5988,2024-09-30,2024-12-22,,On Hold,0.1,124000,2000,374000.0,,0.3,0.12,36,10333.33,55040,48388,3385
OPP-06014,ACC-017,REP-042,PRD-028,LEAD-3495,2025-02-13,2025-06-06,,On Hold,0.1,50000,40000,190000.0,,0.16,0.38,36,4166.67,99493,46479,4687
OPP-06015,ACC-017,REP-117,PRD-007,LEAD-4734,2026-08-11,2026-10-26,,On Hold,0.1,56000,10000,122000.0,,0.22,0.72,24,4666.67,6027,35378,2112
OPP-06016,ACC-053,REP-038,PRD-023,LEAD-6104,2024-04-18,2024-08-16,,On Hold,0.1,249000,21000,519000.0,,0.4,0.7,24,20750.0,51307,32510,44146
OPP-06017,ACC-022,REP-070,PRD-055,LEAD-0199,2023-02-27,2023-03-29,2023-04-22,Closed Won,1.0,54000,6000,168000.0,Executive Sponsor Left,0.16,0.25,36,4500.0,77059,26761,3174
OPP-06018,ACC-005,REP-043,PRD-062,LEAD-6162,2025-01-31,2025-06-21,,Demo,0.3,233000,28000,261000.0,,0.07,0.52,12,19416.67,27986,45402,2534
OPP-06019,ACC-017,REP-023,PRD-003,,2024-10-04,2025-02-22,,On Hold,0.1,100000,43000,343000.0,,0.42,0.64,36,8333.33,11309,18765,3970
OPP-06020,ACC-116,REP-119,PRD-070,LEAD-0276,2026-02-12,2026-05-21,2026-06-30,Closed Won,1.0,126000,14000,392000.0,Timing,0.28,0.22,36,10500.0,69278,40200,4813
OPP-06021,ACC-041,REP-004,PRD-016,LEAD-2485,2025-06-23,2025-09-02,,Demo,0.3,21000,28000,49000.0,,0.2,0.53,12,1750.0,2547,28682,96
OPP-06022,ACC-025,REP-094,PRD-056,LEAD-3737,2026-01-22,2026-03-03,,On Hold,0.1,151000,16000,318000.0,,0.4,0.6,24,12583.33,30634,32171,1167
OPP-06023,ACC-030,REP-026,PRD-057,LEAD-0202,2024-03-16,2024-08-11,,On Hold,0.1,166000,43000,541000.0,,0.13,0.5,36,13833.33,58090,34173,1967
OPP-06024,ACC-009,REP-051,PRD-014,LEAD-4486,2025-05-17,2025-10-12,,Demo,0.3,76000,49000,201000.0,,0.4,0.67,24,6333.33,56116,8811,24
OPP-06025,ACC-122,REP-071,PRD-004,LEAD-5266,2023-04-29,2023-09-28,,Negotiation,0.7,71000,37000,179000.0,,0.01,0.79,24,5916.67,34730,26364,4370
OPP-06026,ACC-011,REP-069,PRD-040,LEAD-2647,2022-11-17,2023-03-21,,Demo,0.3,149000,14000,163000.0,,0.01,0.77,12,12416.67,53273,17155,1451
OPP-06027,ACC-001,REP-008,PRD-003,LEAD-2235,2025-07-16,2025-12-19,2026-01-28,Closed Won,1.0,160000,30000,350000.0,Features,0.42,0.64,24,13333.33,97372,18798,3544
OPP-06028,ACC-068,REP-027,PRD-006,LEAD-3799,2024-10-11,2025-02-15,,On Hold,0.1,76000,49000,277000.0,,0.34,0.31,36,6333.33,32301,21778,3694
OPP-06029,ACC-052,REP-071,PRD-010,LEAD-7081,2026-07-14,2026-12-19,,On Hold,0.1,134000,32000,166000.0,,0.4,0.7,12,11166.67,10820,4410,3279
OPP-06030,ACC-021,REP-099,PRD-020,,2025-10-16,2026-02-06,,Demo,0.3,220000,4000,224000.0,,0.05,0.24,12,18333.33,70359,9794,3393
OPP-06031,ACC-015,REP-013,PRD-044,LEAD-1930,2023-08-01,2024-01-06,2024-02-11,Closed Won,1.0,155000,5000,315000.0,Price,0.35,0.58,24,12916.67,9233,8919,4206
OPP-06032,ACC-014,REP-117,PRD-010,LEAD-2136,2023-02-18,2023-04-19,2023-05-24,Closed Won,1.0,97000,34000,228000.0,Budget,0.17,0.46,24,8083.33,62584,26057,4704
OPP-06033,ACC-006,REP-066,PRD-003,LEAD-0409,2026-01-18,2026-07-15,,On Hold,0.1,33000,36000,69000.0,,0.23,0.16,12,2750.0,97360,6998,2764
OPP-06034,ACC-004,REP-124,PRD-007,LEAD-5504,2024-11-04,2025-04-24,,Negotiation,0.7,180000,31000,211000.0,,0.28,0.23,12,15000.0,24043,25910,3709
OPP-06035,ACC-001,REP-028,PRD-011,LEAD-6963,2026-08-13,2026-12-25,,Qualify,0.1,46000,14000,106000.0,,0.48,0.29,24,3833.33,1074,26102,1210
OPP-06036,ACC-016,REP-005,PRD-038,LEAD-7165,2023-08-08,2023-09-18,2023-10-29,Closed Won,1.0,143000,10000,153000.0,Features,0.39,0.64,12,11916.67,86207,41212,485
OPP-06037,ACC-107,REP-054,PRD-001,LEAD-4716,2025-05-19,2025-07-30,,Closed Lost,0.0,212000,34000,670000.0,Budget,0.26,0.48,36,17666.67,43306,11789,36979
OPP-06038,ACC-042,REP-142,PRD-008,,2026-01-21,2026-03-22,,Demo,0.3,132000,12000,276000.0,,0.07,0.59,24,11000.0,74286,23872,4422
OPP-06039,ACC-010,REP-106,PRD-055,LEAD-7458,2025-09-19,2026-03-18,,Qualify,0.1,190000,34000,604000.0,,0.47,0.48,36,15833.33,83655,21040,38595
OPP-06040,ACC-011,REP-050,PRD-002,LEAD-6800,2024-01-20,2024-03-22,,Closed Lost,0.0,168000,14000,518000.0,No Decision,0.17,0.72,36,14000.0,59617,23131,4405
OPP-06041,ACC-005,REP-067,PRD-007,LEAD-6918,2026-10-12,2026-11-16,,Demo,0.3,172000,31000,203000.0,,0.27,0.2,12,14333.33,83318,24467,4854
OPP-06042,ACC-025,REP-042,PRD-046,LEAD-7172,2023-08-03,2023-09-23,,Qualify,0.1,159000,34000,511000.0,,0.28,0.18,36,13250.0,65714,3432,3389
OPP-06043,ACC-019,REP-089,PRD-046,LEAD-4631,2022-11-06,2023-04-08,,Closed Lost,0.0,246000,18000,510000.0,No Decision,0.18,0.42,24,20500.0,9747,19003,587
OPP-06044,ACC-068,REP-074,PRD-008,LEAD-4968,2024-10-06,2024-11-05,,Closed Lost,0.0,141000,48000,189000.0,Competitor,0.25,0.79,12,11750.0,1519,3714,688
OPP-06045,ACC-122,REP-130,PRD-006,,2024-09-06,2025-02-24,,Negotiation,0.7,93000,39000,225000.0,,0.25,0.11,24,7750.0,58877,39176,111
OPP-06046,ACC-019,REP-088,PRD-057,LEAD-1201,2023-11-30,2024-04-09,,Closed Lost,0.0,112000,21000,357000.0,Budget,0.45,0.27,36,9333.33,38604,15333,2393
OPP-06047,ACC-009,REP-122,PRD-015,LEAD-4164,2026-02-15,2026-06-19,,Negotiation,0.7,53000,6000,59000.0,,0.35,0.22,12,4416.67,5030,41950,997
OPP-06048,ACC-065,REP-145,PRD-004,LEAD-1033,2025-02-21,2025-07-01,,Closed Lost,0.0,175000,20000,195000.0,Competitor,0.18,0.61,12,14583.33,86666,36083,3639
OPP-06049,ACC-013,REP-002,PRD-054,,2026-05-30,2026-09-18,,Negotiation,0.7,166000,11000,509000.0,,0.37,0.74,36,13833.33,63432,15597,1082
OPP-06050,ACC-006,REP-133,PRD-012,LEAD-7428,2025-09-20,2025-11-06,,Negotiation,0.7,44000,36000,168000.0,,0.36,0.59,36,3666.67,89042,45151,1329
